1,2,3 3 HCP_A3 1500.00 7.57906E-02 6.36315E-01 1.34130E-03 2.86553E-01
2,3,3,4 3 HCP_A3 1500.00 3.25946E-01 6.24966E-01 3.21113E-02 1.69765E-02
2,3,3,4 3 HCP_A3 1500.00 2.03938E-01 6.88594E-01 1.26292E-02 9.48383E-02
1,2,3,4 3 HCP_A3 1500.00 1.21874E-01 6.50836E-01 2.43930E-03 2.24851E-01
1,2,3 3 HCP_A3 1500.00 1.15673E-02 6.68179E-01 1.00748E-03 3.19246E-01
1,2,3 3 HCP_A3 1500.00 2.67811E-02 6.57020E-01 1.01622E-03 3.15183E-01
1,2,3 3 HCP_A3 1500.00 6.00867E-02 6.39520E-01 1.18139E-03 2.99212E-01
1,2,3,4 3 HCP_A3 1500.00 1.21874E-01 6.50836E-01 2.43930E-03 2.24851E-01
2,3,4 3 HCP_A3 1500.00 1.83519E-01 6.91219E-01 9.23618E-03 1.16026E-01
1,2,3 3 HCP_A3 1500.00 4.90212E-02 6.43971E-01 1.10323E-03 3.05904E-01
1,2,3 3 HCP_A3 1500.00 1.02096E-01 6.40707E-01 1.80478E-03 2.55392E-01
1,3 3 HCP_A3 1500.00 1.19465E-01 6.43916E-01 1.10358E-03 2.35515E-01
1,3 3 HCP_A3 1500.00 8.16196E-02 6.31570E-01 7.36594E-04 2.86073E-01
1,3 3 HCP_A3 1500.00 9.78325E-02 6.31343E-01 5.01188E-04 2.70323E-01
1,3,5 3 HCP_A3 1500.00 1.25712E-01 6.43146E-01 4.34492E-04 2.30707E-01
1,3,4 3 HCP_A3 1500.00 1.34349E-01 6.54723E-01 1.94601E-03 2.08982E-01
3,4 3 HCP_A3 1500.00 1.73335E-01 6.85931E-01 5.35206E-03 1.35382E-01
1,2,3,4 3 HCP_A3 1500.00 1.21874E-01 6.50836E-01 2.43930E-03 2.24851E-01
2,3 3 HCP_A3 1500.00 1.50500E-01 7.12824E-01 7.17731E-03 1.29499E-01
1,2,3 3 HCP_A3 1500.00 7.86334E-02 6.36181E-01 1.37771E-03 2.83808E-01
2,3 3 HCP_A3 1500.00 1.14623E-01 7.54884E-01 8.35201E-03 1.22142E-01
