2	4.000000	0.250000	0.250000	0.000000
2	5.656854	0.250000	0.250000	0.000000
2	6.928203	0.250000	0.250000	0.000000
2	8.000000	0.333333	0.250000	0.083333
3	5.656854	-0.166667	-0.125000	-0.041667
3	5.656854	-0.125000	-0.125000	0.000000
3	6.928203	-0.125000	-0.125000	0.000000
4	5.656854	0.166667	0.062500	0.104167
4	5.656854	0.125000	0.062500	0.062500
4	5.656854	0.000000	0.062500	-0.062500
Objective_function= -3.030207
