2	0.516667	0.000000	0.000000	0.000000
2	0.548149	0.000000	0.000000	0.000000
2	0.821943	0.000000	0.000000	0.000000
2	0.875964	0.000000	0.000000	0.000000
2	0.922594	0.000000	0.000000	0.000000
2	1.000000	-0.500000	0.000000	-0.500000
2	1.000000	-1.000000	0.000000	-1.000000
2	1.033335	0.000000	0.000000	0.000000
2	1.070086	0.000000	0.000000	0.000000
2	1.075058	0.000000	0.000000	0.000000
2	1.125587	0.000000	0.000000	0.000000
2	1.140380	-0.500000	0.000000	-0.500000
2	1.259168	0.000000	0.000000	0.000000
2	1.291631	0.000000	0.000000	0.000000
2	1.329403	0.000000	0.000000	0.000000
2	1.360581	0.000000	0.000000	0.000000
2	1.401301	0.000000	0.000000	0.000000
2	1.422530	0.000000	0.000000	0.000000
2	1.433527	0.000000	0.000000	0.000000
2	1.437978	0.000000	0.000000	0.000000
2	1.465766	0.000000	0.000000	0.000000
3	0.548149	0.000000	0.000000	0.000000
3	0.875964	0.000000	0.000000	0.000000
Objective_function= 1.000000
